fractionInTransverseRmsMedian,eccentricityMedian,eccentricityKurtosis,timestamp,energyFromChargeMedian,eccentricitySkewness,fractionInTransverseRmsSkewness,energyFromChargeVariance,lengthDivRmsTransMedian,energyFromChargeSkewness,energyFromChargeKurtosis,lengthDivRmsTransVariance,lengthDivRmsTransSkewness,eccentricityMean,fractionInTransverseRmsKurtosis,fractionInTransverseRmsMean,lengthDivRmsTransMean,lengthDivRmsTransKurtosis,energyFromChargeMean,fractionInTransverseRmsVariance,eccentricityVariance,runType,runPeriods
0.072727273,4.1599314,10.567501,1509773621,2.8329044,2.4811861,1.4509126,4.6828166,15.847127,1.7334186,3.3572463,87.80598,2.2228234,5.0062447,2.7409629,0.092553802,18.501757,7.952523,3.3884205,0.0062800063,8.4652742,background,30/10/2017
0.069605943,4.5103871,3.7829675,1509779064,2.8767683,1.7622496,1.7035803,5.4378928,16.381702,2.5761209,11.42889,58.137796,1.5805734,5.0479604,4.0490876,0.082334385,18.62872,2.8840498,3.4606644,0.0048445077,5.4669804,background,30/10/2017
0.059459459,4.7801936,3.3287037,1509784453,2.689918,1.510751,1.2360862,4.2923074,17.27554,1.8536902,3.9694431,75.452688,1.5257709,5.3467756,1.647558,0.072968896,19.641912,3.3737538,3.330725,0.003846262,6.6294498,background,30/10/2017
0.070177839,4.3446459,1.3621097,1509789918,2.7605832,1.2753163,1.2363979,5.1947282,17.11016,2.2996775,6.7261621,75.889648,1.3832081,5.1104767,1.795084,0.087723809,19.445093,1.9091546,3.4305013,0.0051612299,5.9616173,background,30/10/2017
0.072625698,4.3741415,16.676806,1509795360,2.8716965,3.2148265,1.0503718,4.059592,16.102307,2.1752845,7.0595167,114.6388,3.3830145,5.1707828,0.86588934,0.090274889,19.248979,18.699981,3.3488477,0.0052059043,9.8373054,background,30/10/2017
0.069605943,4.2179897,5.5687069,1509800769,2.7135819,2.0672985,1.1676659,5.9953958,16.249713,2.0812833,5.234926,107.02474,2.2882808,5.0602819,1.0264529,0.089381131,19.444508,6.6525342,3.5317828,0.0056966177,7.9811029,background,30/10/2017
0.064220183,4.2659537,2.7758684,1509806167,2.731116,1.5427619,1.4895374,6.0332574,16.073904,2.1411802,5.2864086,96.331032,1.904215,5.0857689,2.5369479,0.083427483,19.064738,5.394954,3.4521898,0.0059255791,7.915929,background,30/10/2017
0.072072072,4.488256,6.4511011,1509811568,2.9130892,2.1132714,1.3776603,6.2181832,16.761849,2.6221903,9.7750743,97.542849,2.7081855,5.1518843,1.8273809,0.090179974,19.448955,11.711244,3.5470259,0.0058627118,7.439723,background,30/10/2017
0.069767442,4.4350061,15.17714,1509817002,2.6932813,2.9245093,1.5325297,5.7420532,16.884477,1.8648119,3.3194412,79.121382,2.2786902,5.0434066,3.3065271,0.086259417,18.973066,8.5033407,3.4527791,0.0051325037,6.972082,background,30/10/2017
0.075,4.1998579,13.210515,1509822406,2.7021294,2.8020088,1.5094842,6.5779965,16.349951,2.0527078,5.1199698,103.90114,3.0356967,4.9738849,3.0386548,0.095368581,18.92194,15.893574,3.4822449,0.0064784013,8.4879451,background,30/10/2017
0.067307692,4.5918908,3.3137815,1509827820,2.8095474,1.433582,1.3171458,6.0277719,17.036285,2.1716766,6.0560528,54.98811,1.3282955,4.9787775,1.5679524,0.084511064,18.687686,2.2330128,3.5788633,0.0051770312,4.5115357,background,30/10/2017
0.064039409,4.5835469,3.3145768,1509833727,2.6266995,1.658523,1.2982362,5.9038416,16.938048,2.0875513,5.6046638,93.096942,2.0307474,5.3519135,1.8174498,0.081560919,19.891161,6.5887317,3.3397525,0.0051164412,7.6025944,background,30/10/2017
0.068027211,4.4062823,4.221676,1509839674,2.738285,1.7860499,1.3626255,5.1853733,16.379246,1.9565235,4.607913,92.250369,2.2242086,5.059343,2.3828751,0.087069993,18.888695,7.2789117,3.3603577,0.0055831418,7.0597499,background,30/10/2017
0.069767442,4.6004412,6.8327823,1509845040,2.798698,2.0993689,1.0387718,4.5432156,17.018406,2.5665873,9.6509989,78.839358,2.0086753,5.2011822,1.1341792,0.079164581,19.475371,5.8102791,3.3134149,0.0039684086,6.7461821,background,30/10/2017
0.069709592,4.3439259,8.5139922,1509850440,2.7434027,2.251265,1.4469597,4.9786818,16.315226,1.9508445,4.6149447,84.030349,2.3701797,5.0960512,2.5272564,0.089921164,18.923049,9.7456762,3.3934051,0.0055295917,7.4537693,background,30/10/2017
0.063829787,4.4974353,13.900113,1509855898,2.7526718,2.7693607,1.5069596,5.0048051,17.535498,2.165763,7.0676075,129.2016,3.5211771,5.4566449,2.9917093,0.084970878,20.184877,22.668274,3.2265517,0.0061619117,10.51251,background,30/10/2017
0.071858864,4.7405267,4.988483,1509861331,2.7282117,1.9867095,1.366162,4.3106564,17.659708,1.9169434,5.1268609,81.903803,1.8388759,5.2868712,2.133636,0.087623038,19.531089,4.618042,3.3641309,0.0055677573,8.1057217,background,30/10/2017
0.067567568,4.3718066,3.2950823,1509866746,2.9209993,1.6746767,1.3430961,6.0701303,16.411458,2.0711339,5.321883,78.622379,1.846075,4.9787627,1.8202636,0.085039949,18.546841,4.4089102,3.5819057,0.0053686985,6.4306735,background,30/10/2017
0.058823529,4.6623615,13.945671,1509872196,2.7757631,3.0334745,1.5946978,5.3552123,17.442162,2.0363921,5.0806027,83.033301,2.7760975,5.2191234,3.3958088,0.07741509,19.374324,12.808873,3.4232953,0.0045997905,7.4781334,background,30/10/2017
0.071067821,4.4548733,5.9755443,1509877590,2.7769285,1.8956544,1.2347271,4.2140043,17.154202,2.2586722,7.1833557,71.832014,1.586141,5.0697426,1.5258272,0.089974407,19.016702,3.9451509,3.2994166,0.0059242868,6.6386441,background,30/10/2017
0.069767442,4.582344,23.728016,1509883020,2.6661832,3.7969692,1.535806,4.5170328,16.954675,1.7609191,3.7593667,124.97644,3.8772308,5.2222808,3.2727745,0.088853647,19.396651,25.325331,3.2402332,0.0059333544,10.767442,background,30/10/2017
0.06530721,4.4667562,4.8386878,1509888425,2.8883738,1.9050016,1.4198535,5.6699365,16.486296,2.4135863,8.4220537,62.164036,1.6927506,4.9841837,2.2502155,0.083616557,18.595396,3.7592505,3.4589205,0.0049579481,5.8950576,background,30/10/2017
0.07,4.2659262,9.0012915,1509893816,2.7683489,2.4317533,1.7025286,7.1476363,16.593903,2.0639013,4.5840666,94.536393,2.6910518,5.0250623,3.5536225,0.091071373,18.713853,11.743879,3.6292963,0.0067789123,8.7080009,background,30/10/2017
0.057950634,4.4504383,9.4123478,1509899223,2.7437956,2.5017674,1.5035393,6.3842332,17.162043,1.8983711,3.7651786,89.565364,2.3197643,5.1747615,2.1011518,0.082652133,19.181901,7.87363,3.5072152,0.0057475191,8.7674778,background,30/10/2017
0.064425383,4.5082652,12.057854,1509904670,2.8074005,2.6353191,1.4214445,4.6044426,17.2552,1.7873307,4.6116246,109.85626,2.471912,5.4249914,2.1118261,0.08137084,20.207785,9.2263172,3.3266566,0.0050283041,9.8351788,background,30/10/2017
0.069639009,4.4183561,2.1457168,1509910029,2.6771756,1.3779828,0.97837801,6.0868844,16.589733,2.1958843,5.9748544,65.056504,1.360853,5.028203,0.63856923,0.087308593,18.718078,2.3071727,3.3837931,0.0046597593,5.7943181,background,30/10/2017
