centerX,centerY,hits,eccentricity,skewnessLongitudinal,skewnessTransverse,kurtosisLongitudinal,kurtosisTransverse,length,width,rmsLongitudinal,rmsTransverse,lengthDivRmsTrans,rotationAngle,energyFromCharge,fractionInTransverseRms,totalCharge,gasGain,eventNumber,Type,Target,σT,runNumber,DataType,isFake?,File,pred
4.6639721,9.1212056,197,1.0700808,0.17670485,-0.059329555,-0.22157528,-0.22720401,3.618505,3.3801436,0.70892996,0.66250131,5.4618834,2.7822544,2.3175035,0.34010152,5.25991972e+05,2.6602214,3136,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.80014509
3.2674291,9.2218617,141,1.0982143,0.40649638,-0.23961929,-0.30077628,0.39557479,4.1160783,3.8896931,0.86243937,0.78531064,5.2413377,2.326795,2.9340009,0.39007092,3.57478152e+05,2.6602214,3159,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.95849836
8.7386161,7.5119196,112,1.055139,-0.044540689,-0.25934491,0.37150544,-0.11386363,5.6862902,4.7475298,0.98180486,0.93049816,6.1110172,3.0273349,2.6325602,0.39285714,2.76929444e+05,2.6602214,3188,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.99726737
5.159939,6.2067276,123,1.0655872,0.2271328,0.94556848,-0.19151504,1.3637313,4.6145584,4.7227205,0.95101515,0.89247989,5.17049,1.8576274,2.403057,0.43902439,3.13712642e+05,2.6602214,3227,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.66619396
6.4436574,10.70463,108,1.1257302,-0.31851394,0.41414137,-0.26257401,-0.22413244,4.0345911,3.9585357,0.92346906,0.82032891,4.9182602,0.87272913,2.9448544,0.33333333,2.70079281e+05,2.6602214,3404,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.97002572
6.46602,9.47386,125,1.0958175,0.3044751,-0.05885009,0.079062553,0.12139639,5.345606,5.2067519,1.0741306,0.98020936,5.4535349,2.2085791,2.7890759,0.424,3.04930711e+05,2.6602214,3530,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.9867878
9.7907569,7.6220413,109,1.0726671,-0.2243343,-0.16645263,0.12396763,-0.041442845,2.3102854,2.1983314,0.43852354,0.40881604,5.6511613,0.0059271573,2.554188,0.41284404,3.2265344e+05,2.6602214,3617,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.80129594
6.3779202,3.4559874,119,1.221523,0.20651692,0.026223123,0.044179841,0.35879938,4.3018053,3.4201144,0.78529212,0.64287952,6.6914643,1.8699796,2.7570911,0.32773109,3.28862533e+05,2.6602214,3661,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.93305773
5.7384701,4.0704104,134,1.0956423,-0.25839441,-0.14304174,-0.33140295,-0.09410831,4.7162899,4.885189,1.0471117,0.95570576,4.9348764,1.5260776,2.4097025,0.34328358,3.60241734e+05,2.6602214,3728,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.98709065
9.8249324,9.4959234,111,1.0920689,-0.013707845,-0.18378535,0.39483276,-0.084135669,3.7422703,3.0833047,0.66419647,0.60820013,6.1530246,2.4934226,2.6516568,0.42342342,2.75971508e+05,2.6602214,3906,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.95567417
6.3602193,5.3721491,114,1.046048,-0.2856537,0.056437299,-0.054797398,-0.771609,3.9603102,3.5526369,0.84576895,0.80853739,4.8981163,0.16141256,3.0256572,0.38596491,2.95084033e+05,2.6602214,3924,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.96324754
