Date__(UT)__HR:MN,delta,deldot,Timestamp,Type
2017-Dec-02 07:52,0.98585982,-0.5114648,1512197520,Trackings
2017-Dec-02 07:53,0.98585962,-0.5106784,1512197580,Trackings
2017-Dec-02 07:54,0.98585941,-0.5098876,1512197640,Trackings
2017-Dec-02 07:55,0.98585921,-0.5090922,1512197700,Trackings
2017-Dec-02 07:56,0.985859,-0.5082924,1512197760,Trackings
2017-Dec-02 07:57,0.9858588,-0.507488,1512197820,Trackings
2017-Dec-02 07:58,0.9858586,-0.5066792,1512197880,Trackings
2017-Dec-02 07:59,0.98585839,-0.505866,1512197940,Trackings
2017-Dec-02 08:00,0.98585819,-0.5050483,1512198000,Trackings
2017-Dec-02 08:01,0.98585799,-0.5042261,1512198060,Trackings
2017-Dec-02 08:02,0.98585779,-0.5033996,1512198120,Trackings
2017-Dec-02 08:03,0.98585759,-0.5025687,1512198180,Trackings
2017-Dec-02 08:04,0.98585738,-0.5017334,1512198240,Trackings
2017-Dec-02 08:05,0.98585718,-0.5008937,1512198300,Trackings
2017-Dec-02 08:06,0.98585698,-0.5000497,1512198360,Trackings
2017-Dec-02 08:07,0.98585678,-0.4992014,1512198420,Trackings
2017-Dec-02 08:08,0.98585658,-0.4983488,1512198480,Trackings
2017-Dec-02 08:09,0.98585638,-0.4974918,1512198540,Trackings
2017-Dec-02 08:10,0.98585618,-0.4966306,1512198600,Trackings
2017-Dec-02 08:11,0.98585598,-0.4957651,1512198660,Trackings
2017-Dec-02 08:12,0.98585578,-0.4948954,1512198720,Trackings
2017-Dec-02 08:13,0.98585559,-0.4940214,1512198780,Trackings
2017-Dec-02 08:14,0.98585539,-0.4931432,1512198840,Trackings
2017-Dec-02 08:15,0.98585519,-0.4922609,1512198900,Trackings
2017-Dec-02 08:16,0.98585499,-0.4913743,1512198960,Trackings
2017-Dec-02 08:17,0.9858548,-0.4904836,1512199020,Trackings
2017-Dec-02 08:18,0.9858546,-0.4895887,1512199080,Trackings
2017-Dec-02 08:19,0.9858544,-0.4886897,1512199140,Trackings
2017-Dec-02 08:20,0.98585421,-0.4877866,1512199200,Trackings
2017-Dec-02 08:21,0.98585401,-0.4868794,1512199260,Trackings
2017-Dec-02 08:22,0.98585382,-0.4859681,1512199320,Trackings
2017-Dec-02 08:23,0.98585362,-0.4850527,1512199380,Trackings
2017-Dec-02 08:24,0.98585343,-0.4841333,1512199440,Trackings
2017-Dec-02 08:25,0.98585323,-0.4832099,1512199500,Trackings
2017-Dec-02 08:26,0.98585304,-0.4822825,1512199560,Trackings
2017-Dec-02 08:27,0.98585285,-0.481351,1512199620,Trackings
2017-Dec-02 08:28,0.98585265,-0.4804156,1512199680,Trackings
2017-Dec-02 08:29,0.98585246,-0.4794763,1512199740,Trackings
2017-Dec-02 08:30,0.98585227,-0.478533,1512199800,Trackings
2017-Dec-02 08:31,0.98585208,-0.4775857,1512199860,Trackings
2017-Dec-02 08:32,0.98585189,-0.4766346,1512199920,Trackings
2017-Dec-02 08:33,0.9858517,-0.4756796,1512199980,Trackings
2017-Dec-02 08:34,0.98585151,-0.4747207,1512200040,Trackings
2017-Dec-02 08:35,0.98585132,-0.473758,1512200100,Trackings
2017-Dec-02 08:36,0.98585113,-0.4727914,1512200160,Trackings
2017-Dec-02 08:37,0.98585094,-0.471821,1512200220,Trackings
2017-Dec-02 08:38,0.98585075,-0.4708468,1512200280,Trackings
2017-Dec-02 08:39,0.98585056,-0.4698689,1512200340,Trackings
2017-Dec-02 08:40,0.98585037,-0.4688872,1512200400,Trackings
2017-Dec-02 08:41,0.98585018,-0.4679017,1512200460,Trackings
2017-Dec-02 08:42,0.98584999,-0.4669126,1512200520,Trackings
2017-Dec-02 08:43,0.98584981,-0.4659197,1512200580,Trackings
2017-Dec-02 08:44,0.98584962,-0.4649231,1512200640,Trackings
2017-Dec-02 08:45,0.98584943,-0.4639229,1512200700,Trackings
2017-Dec-02 08:46,0.98584925,-0.462919,1512200760,Trackings
2017-Dec-02 08:47,0.98584906,-0.4619116,1512200820,Trackings
2017-Dec-02 08:48,0.98584888,-0.4609004,1512200880,Trackings
2017-Dec-02 08:49,0.98584869,-0.4598858,1512200940,Trackings
2017-Dec-02 08:50,0.98584851,-0.4588675,1512201000,Trackings
2017-Dec-02 08:51,0.98584833,-0.4578457,1512201060,Trackings
2017-Dec-02 08:52,0.98584814,-0.4568203,1512201120,Trackings
2017-Dec-02 08:53,0.98584796,-0.4557915,1512201180,Trackings
2017-Dec-02 08:54,0.98584778,-0.4547591,1512201240,Trackings
2017-Dec-02 08:55,0.98584759,-0.4537233,1512201300,Trackings
2017-Dec-02 08:56,0.98584741,-0.4526841,1512201360,Trackings
2017-Dec-02 08:57,0.98584723,-0.4516413,1512201420,Trackings
2017-Dec-02 08:58,0.98584705,-0.4505952,1512201480,Trackings
2017-Dec-02 08:59,0.98584687,-0.4495457,1512201540,Trackings
2017-Dec-04 07:20,0.98556321,-0.5136771,1512368400,Trackings
2017-Dec-04 07:21,0.98556301,-0.513048,1512368460,Trackings
2017-Dec-04 07:22,0.9855628,-0.5124139,1512368520,Trackings
2017-Dec-04 07:23,0.9855626,-0.5117749,1512368580,Trackings
2017-Dec-04 07:24,0.98556239,-0.511131,1512368640,Trackings
2017-Dec-04 07:25,0.98556219,-0.5104821,1512368700,Trackings
2017-Dec-04 07:26,0.98556198,-0.5098284,1512368760,Trackings
2017-Dec-04 07:27,0.98556178,-0.5091697,1512368820,Trackings
2017-Dec-04 07:28,0.98556157,-0.5085062,1512368880,Trackings
2017-Dec-04 07:29,0.98556137,-0.5078378,1512368940,Trackings
2017-Dec-04 07:30,0.98556117,-0.5071645,1512369000,Trackings
2017-Dec-04 07:31,0.98556096,-0.5064863,1512369060,Trackings
2017-Dec-04 07:32,0.98556076,-0.5058034,1512369120,Trackings
2017-Dec-04 07:33,0.98556056,-0.5051156,1512369180,Trackings
2017-Dec-04 07:34,0.98556035,-0.504423,1512369240,Trackings
2017-Dec-04 07:35,0.98556015,-0.5037256,1512369300,Trackings
2017-Dec-04 07:36,0.98555995,-0.5030234,1512369360,Trackings
2017-Dec-04 07:37,0.98555975,-0.5023165,1512369420,Trackings
2017-Dec-04 07:38,0.98555955,-0.5016048,1512369480,Trackings
2017-Dec-04 07:39,0.98555935,-0.5008883,1512369540,Trackings
2017-Dec-04 07:40,0.98555915,-0.5001671,1512369600,Trackings
2017-Dec-04 07:41,0.98555894,-0.4994412,1512369660,Trackings
2017-Dec-04 07:42,0.98555874,-0.4987107,1512369720,Trackings
2017-Dec-04 07:43,0.98555854,-0.4979754,1512369780,Trackings
2017-Dec-04 07:44,0.98555835,-0.4972354,1512369840,Trackings
2017-Dec-04 07:45,0.98555815,-0.4964908,1512369900,Trackings
2017-Dec-04 07:46,0.98555795,-0.4957415,1512369960,Trackings
2017-Dec-04 07:47,0.98555775,-0.4949876,1512370020,Trackings
2017-Dec-04 07:48,0.98555755,-0.4942291,1512370080,Trackings
2017-Dec-04 07:49,0.98555735,-0.493466,1512370140,Trackings
2017-Dec-04 07:50,0.98555715,-0.4926983,1512370200,Trackings
2017-Dec-04 07:51,0.98555696,-0.491926,1512370260,Trackings
2017-Dec-04 07:52,0.98555676,-0.4911491,1512370320,Trackings
2017-Dec-04 07:53,0.98555656,-0.4903677,1512370380,Trackings
2017-Dec-04 07:54,0.98555637,-0.4895818,1512370440,Trackings
2017-Dec-04 07:55,0.98555617,-0.4887913,1512370500,Trackings
2017-Dec-04 07:56,0.98555597,-0.4879964,1512370560,Trackings
2017-Dec-04 07:57,0.98555578,-0.487197,1512370620,Trackings
2017-Dec-04 07:58,0.98555558,-0.4863931,1512370680,Trackings
2017-Dec-04 07:59,0.98555539,-0.4855847,1512370740,Trackings
2017-Dec-04 08:00,0.98555519,-0.4847719,1512370800,Trackings
2017-Dec-04 08:01,0.985555,-0.4839547,1512370860,Trackings
2017-Dec-04 08:02,0.98555481,-0.483133,1512370920,Trackings
2017-Dec-04 08:03,0.98555461,-0.482307,1512370980,Trackings
2017-Dec-04 08:04,0.98555442,-0.4814766,1512371040,Trackings
2017-Dec-04 08:05,0.98555423,-0.4806418,1512371100,Trackings
2017-Dec-04 08:06,0.98555403,-0.4798027,1512371160,Trackings
2017-Dec-04 08:07,0.98555384,-0.4789592,1512371220,Trackings
2017-Dec-04 08:08,0.98555365,-0.4781114,1512371280,Trackings
2017-Dec-04 08:09,0.98555346,-0.4772594,1512371340,Trackings
2017-Dec-04 08:10,0.98555327,-0.476403,1512371400,Trackings
2017-Dec-04 08:11,0.98555308,-0.4755424,1512371460,Trackings
2017-Dec-04 08:12,0.98555288,-0.4746775,1512371520,Trackings
2017-Dec-04 08:13,0.98555269,-0.4738084,1512371580,Trackings
2017-Dec-04 08:14,0.9855525,-0.472935,1512371640,Trackings
2017-Dec-04 08:15,0.98555232,-0.4720575,1512371700,Trackings
2017-Dec-04 08:16,0.98555213,-0.4711758,1512371760,Trackings
2017-Dec-04 08:17,0.98555194,-0.4702899,1512371820,Trackings
2017-Dec-04 08:18,0.98555175,-0.4693998,1512371880,Trackings
2017-Dec-04 08:19,0.98555156,-0.4685057,1512371940,Trackings
2017-Dec-04 08:20,0.98555137,-0.4676074,1512372000,Trackings
2017-Dec-04 08:21,0.98555119,-0.466705,1512372060,Trackings
2017-Dec-04 08:22,0.985551,-0.4657985,1512372120,Trackings
2017-Dec-04 08:23,0.98555081,-0.4648879,1512372180,Trackings
2017-Dec-04 08:24,0.98555063,-0.4639733,1512372240,Trackings
2017-Dec-04 08:25,0.98555044,-0.4630547,1512372300,Trackings
2017-Dec-04 08:26,0.98555025,-0.462132,1512372360,Trackings
2017-Dec-04 08:27,0.98555007,-0.4612054,1512372420,Trackings
2017-Dec-04 08:28,0.98554988,-0.4602747,1512372480,Trackings
2017-Dec-04 08:29,0.9855497,-0.4593401,1512372540,Trackings
2017-Dec-04 08:30,0.98554952,-0.4584016,1512372600,Trackings
2017-Dec-04 08:31,0.98554933,-0.4574591,1512372660,Trackings
2017-Dec-04 08:32,0.98554915,-0.4565127,1512372720,Trackings
2017-Dec-04 08:33,0.98554897,-0.4555625,1512372780,Trackings
2017-Dec-04 08:34,0.98554878,-0.4546083,1512372840,Trackings
2017-Dec-04 08:35,0.9855486,-0.4536503,1512372900,Trackings
2017-Dec-04 08:36,0.98554842,-0.4526885,1512372960,Trackings
2017-Dec-04 08:37,0.98554824,-0.4517228,1512373020,Trackings
2017-Dec-04 08:38,0.98554806,-0.4507533,1512373080,Trackings
2017-Dec-04 08:39,0.98554788,-0.4497801,1512373140,Trackings
2017-Dec-04 08:40,0.9855477,-0.4488031,1512373200,Trackings
2017-Dec-04 08:41,0.98554752,-0.4478223,1512373260,Trackings
2017-Dec-04 08:42,0.98554734,-0.4468378,1512373320,Trackings
2017-Dec-04 08:43,0.98554716,-0.4458496,1512373380,Trackings
2017-Dec-04 08:44,0.98554698,-0.4448577,1512373440,Trackings
2017-Dec-04 08:45,0.9855468,-0.4438622,1512373500,Trackings
2017-Dec-04 08:46,0.98554662,-0.4428629,1512373560,Trackings
2017-Dec-04 08:47,0.98554645,-0.4418601,1512373620,Trackings
2017-Dec-04 08:48,0.98554627,-0.4408536,1512373680,Trackings
2017-Dec-04 08:49,0.98554609,-0.4398436,1512373740,Trackings
2017-Dec-04 08:50,0.98554592,-0.4388299,1512373800,Trackings
2017-Dec-04 08:51,0.98554574,-0.4378127,1512373860,Trackings
2017-Dec-04 08:52,0.98554557,-0.436792,1512373920,Trackings
2017-Dec-04 08:53,0.98554539,-0.4357677,1512373980,Trackings
2017-Dec-04 08:54,0.98554522,-0.43474,1512374040,Trackings
2017-Dec-04 08:55,0.98554504,-0.4337087,1512374100,Trackings
2017-Dec-04 08:56,0.98554487,-0.432674,1512374160,Trackings
2017-Dec-04 08:57,0.98554469,-0.4316359,1512374220,Trackings
2017-Dec-04 08:58,0.98554452,-0.4305943,1512374280,Trackings
2017-Dec-04 08:59,0.98554435,-0.4295493,1512374340,Trackings
2017-Dec-04 09:00,0.98554418,-0.428501,1512374400,Trackings
2017-Dec-04 09:01,0.98554401,-0.4274493,1512374460,Trackings
2017-Dec-05 07:21,0.98542027,-0.5027736,1512454860,Trackings
2017-Dec-05 07:22,0.98542006,-0.5021422,1512454920,Trackings
2017-Dec-05 07:23,0.98541986,-0.501506,1512454980,Trackings
2017-Dec-05 07:24,0.98541966,-0.5008647,1512455040,Trackings
2017-Dec-05 07:25,0.98541946,-0.5002186,1512455100,Trackings
2017-Dec-05 07:26,0.98541926,-0.4995676,1512455160,Trackings
2017-Dec-05 07:27,0.98541906,-0.4989116,1512455220,Trackings
2017-Dec-05 07:28,0.98541886,-0.4982508,1512455280,Trackings
2017-Dec-05 07:29,0.98541866,-0.4975851,1512455340,Trackings
2017-Dec-05 07:30,0.98541846,-0.4969145,1512455400,Trackings
2017-Dec-05 07:31,0.98541826,-0.4962391,1512455460,Trackings
2017-Dec-05 07:32,0.98541806,-0.4955588,1512455520,Trackings
2017-Dec-05 07:33,0.98541786,-0.4948737,1512455580,Trackings
2017-Dec-05 07:34,0.98541767,-0.4941839,1512455640,Trackings
2017-Dec-05 07:35,0.98541747,-0.4934892,1512455700,Trackings
2017-Dec-05 07:36,0.98541727,-0.4927897,1512455760,Trackings
2017-Dec-05 07:37,0.98541707,-0.4920855,1512455820,Trackings
2017-Dec-05 07:38,0.98541688,-0.4913765,1512455880,Trackings
2017-Dec-05 07:39,0.98541668,-0.4906627,1512455940,Trackings
2017-Dec-05 07:40,0.98541648,-0.4899442,1512456000,Trackings
2017-Dec-05 07:41,0.98541629,-0.489221,1512456060,Trackings
2017-Dec-05 07:42,0.98541609,-0.4884931,1512456120,Trackings
2017-Dec-05 07:43,0.98541589,-0.4877606,1512456180,Trackings
2017-Dec-05 07:44,0.9854157,-0.4870233,1512456240,Trackings
2017-Dec-05 07:45,0.9854155,-0.4862814,1512456300,Trackings
2017-Dec-05 07:46,0.98541531,-0.4855348,1512456360,Trackings
2017-Dec-05 07:47,0.98541511,-0.4847836,1512456420,Trackings
2017-Dec-05 07:48,0.98541492,-0.4840278,1512456480,Trackings
2017-Dec-05 07:49,0.98541473,-0.4832673,1512456540,Trackings
2017-Dec-05 07:50,0.98541453,-0.4825023,1512456600,Trackings
2017-Dec-05 07:51,0.98541434,-0.4817327,1512456660,Trackings
2017-Dec-05 07:52,0.98541415,-0.4809585,1512456720,Trackings
2017-Dec-05 07:53,0.98541395,-0.4801798,1512456780,Trackings
2017-Dec-05 07:54,0.98541376,-0.4793966,1512456840,Trackings
2017-Dec-05 07:55,0.98541357,-0.4786088,1512456900,Trackings
2017-Dec-05 07:56,0.98541338,-0.4778166,1512456960,Trackings
2017-Dec-05 07:57,0.98541318,-0.4770198,1512457020,Trackings
2017-Dec-05 07:58,0.98541299,-0.4762186,1512457080,Trackings
2017-Dec-05 07:59,0.9854128,-0.4754129,1512457140,Trackings
2017-Dec-05 08:00,0.98541261,-0.4746027,1512457200,Trackings
2017-Dec-05 08:01,0.98541242,-0.4737882,1512457260,Trackings
2017-Dec-05 08:02,0.98541223,-0.4729692,1512457320,Trackings
2017-Dec-05 08:03,0.98541204,-0.4721458,1512457380,Trackings
2017-Dec-05 08:04,0.98541185,-0.4713181,1512457440,Trackings
2017-Dec-05 08:05,0.98541166,-0.470486,1512457500,Trackings
2017-Dec-05 08:06,0.98541148,-0.4696495,1512457560,Trackings
2017-Dec-05 08:07,0.98541129,-0.4688087,1512457620,Trackings
2017-Dec-05 08:08,0.9854111,-0.4679636,1512457680,Trackings
2017-Dec-05 08:09,0.98541091,-0.4671142,1512457740,Trackings
2017-Dec-05 08:10,0.98541073,-0.4662604,1512457800,Trackings
2017-Dec-05 08:11,0.98541054,-0.4654025,1512457860,Trackings
2017-Dec-05 08:12,0.98541035,-0.4645402,1512457920,Trackings
2017-Dec-05 08:13,0.98541017,-0.4636738,1512457980,Trackings
2017-Dec-05 08:14,0.98540998,-0.4628031,1512458040,Trackings
2017-Dec-05 08:15,0.98540979,-0.4619282,1512458100,Trackings
2017-Dec-05 08:16,0.98540961,-0.4610491,1512458160,Trackings
2017-Dec-05 08:17,0.98540942,-0.4601658,1512458220,Trackings
2017-Dec-05 08:18,0.98540924,-0.4592784,1512458280,Trackings
2017-Dec-05 08:19,0.98540906,-0.4583868,1512458340,Trackings
2017-Dec-05 08:20,0.98540887,-0.4574911,1512458400,Trackings
2017-Dec-05 08:21,0.98540869,-0.4565914,1512458460,Trackings
2017-Dec-05 08:22,0.98540851,-0.4556875,1512458520,Trackings
2017-Dec-05 08:23,0.98540832,-0.4547795,1512458580,Trackings
2017-Dec-05 08:24,0.98540814,-0.4538676,1512458640,Trackings
2017-Dec-05 08:25,0.98540796,-0.4529515,1512458700,Trackings
2017-Dec-05 08:26,0.98540778,-0.4520315,1512458760,Trackings
2017-Dec-05 08:27,0.9854076,-0.4511074,1512458820,Trackings
2017-Dec-05 08:28,0.98540742,-0.4501794,1512458880,Trackings
2017-Dec-05 08:29,0.98540724,-0.4492474,1512458940,Trackings
2017-Dec-05 08:30,0.98540706,-0.4483114,1512459000,Trackings
2017-Dec-05 08:31,0.98540688,-0.4473715,1512459060,Trackings
2017-Dec-05 08:32,0.9854067,-0.4464277,1512459120,Trackings
2017-Dec-05 08:33,0.98540652,-0.44548,1512459180,Trackings
2017-Dec-05 08:34,0.98540634,-0.4445284,1512459240,Trackings
2017-Dec-05 08:35,0.98540616,-0.443573,1512459300,Trackings
2017-Dec-05 08:36,0.98540598,-0.4426137,1512459360,Trackings
2017-Dec-05 08:37,0.98540581,-0.4416506,1512459420,Trackings
2017-Dec-05 08:38,0.98540563,-0.4406837,1512459480,Trackings
2017-Dec-05 08:39,0.98540545,-0.439713,1512459540,Trackings
2017-Dec-05 08:40,0.98540528,-0.4387386,1512459600,Trackings
2017-Dec-05 08:41,0.9854051,-0.4377603,1512459660,Trackings
2017-Dec-05 08:42,0.98540493,-0.4367784,1512459720,Trackings
2017-Dec-05 08:43,0.98540475,-0.4357927,1512459780,Trackings
2017-Dec-05 08:44,0.98540458,-0.4348034,1512459840,Trackings
2017-Dec-05 08:45,0.9854044,-0.4338103,1512459900,Trackings
2017-Dec-05 08:46,0.98540423,-0.4328136,1512459960,Trackings
2017-Dec-05 08:47,0.98540405,-0.4318133,1512460020,Trackings
2017-Dec-05 08:48,0.98540388,-0.4308094,1512460080,Trackings
2017-Dec-05 08:49,0.98540371,-0.4298018,1512460140,Trackings
2017-Dec-05 08:50,0.98540354,-0.4287907,1512460200,Trackings
2017-Dec-05 08:51,0.98540337,-0.427776,1512460260,Trackings
2017-Dec-05 08:52,0.98540319,-0.4267577,1512460320,Trackings
2017-Dec-05 08:53,0.98540302,-0.425736,1512460380,Trackings
2017-Dec-05 08:54,0.98540285,-0.4247107,1512460440,Trackings
2017-Dec-05 08:55,0.98540268,-0.4236819,1512460500,Trackings
2017-Dec-05 08:56,0.98540251,-0.4226497,1512460560,Trackings
2017-Dec-05 08:57,0.98540234,-0.4216141,1512460620,Trackings
2017-Dec-05 08:58,0.98540217,-0.420575,1512460680,Trackings
2017-Dec-05 08:59,0.98540201,-0.4195325,1512460740,Trackings
2017-Dec-07 07:22,0.98515207,-0.4824705,1512627720,Trackings
2017-Dec-07 07:23,0.98515188,-0.48184,1512627780,Trackings
2017-Dec-07 07:24,0.98515169,-0.4812046,1512627840,Trackings
2017-Dec-07 07:25,0.98515149,-0.4805643,1512627900,Trackings
2017-Dec-07 07:26,0.9851513,-0.479919,1512627960,Trackings
2017-Dec-07 07:27,0.98515111,-0.4792689,1512628020,Trackings
2017-Dec-07 07:28,0.98515092,-0.4786138,1512628080,Trackings
2017-Dec-07 07:29,0.98515072,-0.4779539,1512628140,Trackings
2017-Dec-07 07:30,0.98515053,-0.4772892,1512628200,Trackings
2017-Dec-07 07:31,0.98515034,-0.4766195,1512628260,Trackings
2017-Dec-07 07:32,0.98515015,-0.4759451,1512628320,Trackings
2017-Dec-07 07:33,0.98514996,-0.4752658,1512628380,Trackings
2017-Dec-07 07:34,0.98514977,-0.4745816,1512628440,Trackings
2017-Dec-07 07:35,0.98514958,-0.4738927,1512628500,Trackings
2017-Dec-07 07:36,0.98514939,-0.473199,1512628560,Trackings
2017-Dec-07 07:37,0.9851492,-0.4725006,1512628620,Trackings
2017-Dec-07 07:38,0.98514901,-0.4717973,1512628680,Trackings
2017-Dec-07 07:39,0.98514882,-0.4710894,1512628740,Trackings
2017-Dec-07 07:40,0.98514863,-0.4703767,1512628800,Trackings
2017-Dec-07 07:41,0.98514844,-0.4696592,1512628860,Trackings
2017-Dec-07 07:42,0.98514826,-0.4689371,1512628920,Trackings
2017-Dec-07 07:43,0.98514807,-0.4682103,1512628980,Trackings
2017-Dec-07 07:44,0.98514788,-0.4674787,1512629040,Trackings
2017-Dec-07 07:45,0.98514769,-0.4667426,1512629100,Trackings
2017-Dec-07 07:46,0.98514751,-0.4660017,1512629160,Trackings
2017-Dec-07 07:47,0.98514732,-0.4652563,1512629220,Trackings
2017-Dec-07 07:48,0.98514713,-0.4645062,1512629280,Trackings
2017-Dec-07 07:49,0.98514695,-0.4637515,1512629340,Trackings
2017-Dec-07 07:50,0.98514676,-0.4629922,1512629400,Trackings
2017-Dec-07 07:51,0.98514657,-0.4622283,1512629460,Trackings
2017-Dec-07 07:52,0.98514639,-0.4614599,1512629520,Trackings
2017-Dec-07 07:53,0.9851462,-0.4606869,1512629580,Trackings
2017-Dec-07 07:54,0.98514602,-0.4599093,1512629640,Trackings
2017-Dec-07 07:55,0.98514584,-0.4591273,1512629700,Trackings
2017-Dec-07 07:56,0.98514565,-0.4583407,1512629760,Trackings
2017-Dec-07 07:57,0.98514547,-0.4575496,1512629820,Trackings
2017-Dec-07 07:58,0.98514528,-0.4567541,1512629880,Trackings
2017-Dec-07 07:59,0.9851451,-0.4559541,1512629940,Trackings
2017-Dec-07 08:00,0.98514492,-0.4551496,1512630000,Trackings
2017-Dec-07 08:01,0.98514474,-0.4543408,1512630060,Trackings
2017-Dec-07 08:02,0.98514455,-0.4535274,1512630120,Trackings
2017-Dec-07 08:03,0.98514437,-0.4527097,1512630180,Trackings
2017-Dec-07 08:04,0.98514419,-0.4518877,1512630240,Trackings
2017-Dec-07 08:05,0.98514401,-0.4510612,1512630300,Trackings
2017-Dec-07 08:06,0.98514383,-0.4502304,1512630360,Trackings
2017-Dec-07 08:07,0.98514365,-0.4493952,1512630420,Trackings
2017-Dec-07 08:08,0.98514347,-0.4485557,1512630480,Trackings
2017-Dec-07 08:09,0.98514329,-0.4477119,1512630540,Trackings
2017-Dec-07 08:10,0.98514311,-0.4468638,1512630600,Trackings
2017-Dec-07 08:11,0.98514293,-0.4460115,1512630660,Trackings
2017-Dec-07 08:12,0.98514275,-0.4451548,1512630720,Trackings
2017-Dec-07 08:13,0.98514257,-0.444294,1512630780,Trackings
2017-Dec-07 08:14,0.9851424,-0.4434289,1512630840,Trackings
2017-Dec-07 08:15,0.98514222,-0.4425596,1512630900,Trackings
2017-Dec-07 08:16,0.98514204,-0.4416861,1512630960,Trackings
2017-Dec-07 08:17,0.98514186,-0.4408084,1512631020,Trackings
2017-Dec-07 08:18,0.98514169,-0.4399265,1512631080,Trackings
2017-Dec-07 08:19,0.98514151,-0.4390405,1512631140,Trackings
2017-Dec-07 08:20,0.98514133,-0.4381504,1512631200,Trackings
2017-Dec-07 08:21,0.98514116,-0.4372562,1512631260,Trackings
2017-Dec-07 08:22,0.98514098,-0.4363578,1512631320,Trackings
2017-Dec-07 08:23,0.98514081,-0.4354554,1512631380,Trackings
2017-Dec-07 08:24,0.98514063,-0.434549,1512631440,Trackings
2017-Dec-07 08:25,0.98514046,-0.4336384,1512631500,Trackings
2017-Dec-07 08:26,0.98514029,-0.4327239,1512631560,Trackings
2017-Dec-07 08:27,0.98514011,-0.4318054,1512631620,Trackings
2017-Dec-07 08:28,0.98513994,-0.4308828,1512631680,Trackings
2017-Dec-07 08:29,0.98513977,-0.4299563,1512631740,Trackings
2017-Dec-07 08:30,0.9851396,-0.4290258,1512631800,Trackings
2017-Dec-07 08:31,0.98513942,-0.4280914,1512631860,Trackings
2017-Dec-07 08:32,0.98513925,-0.4271531,1512631920,Trackings
2017-Dec-07 08:33,0.98513908,-0.4262108,1512631980,Trackings
2017-Dec-07 08:34,0.98513891,-0.4252647,1512632040,Trackings
2017-Dec-07 08:35,0.98513874,-0.4243147,1512632100,Trackings
2017-Dec-07 08:36,0.98513857,-0.4233608,1512632160,Trackings
2017-Dec-07 08:37,0.9851384,-0.4224032,1512632220,Trackings
2017-Dec-07 08:38,0.98513823,-0.4214417,1512632280,Trackings
2017-Dec-07 08:39,0.98513806,-0.4204764,1512632340,Trackings
2017-Dec-07 08:40,0.98513789,-0.4195073,1512632400,Trackings
2017-Dec-07 08:41,0.98513773,-0.4185345,1512632460,Trackings
2017-Dec-07 08:42,0.98513756,-0.4175579,1512632520,Trackings
2017-Dec-07 08:43,0.98513739,-0.4165776,1512632580,Trackings
2017-Dec-07 08:44,0.98513722,-0.4155936,1512632640,Trackings
2017-Dec-07 08:45,0.98513706,-0.4146059,1512632700,Trackings
2017-Dec-07 08:46,0.98513689,-0.4136146,1512632760,Trackings
2017-Dec-07 08:47,0.98513673,-0.4126196,1512632820,Trackings
2017-Dec-07 08:48,0.98513656,-0.4116209,1512632880,Trackings
2017-Dec-07 08:49,0.9851364,-0.4106187,1512632940,Trackings
2017-Dec-07 08:50,0.98513623,-0.4096129,1512633000,Trackings
2017-Dec-07 08:51,0.98513607,-0.4086034,1512633060,Trackings
2017-Dec-07 08:52,0.9851359,-0.4075905,1512633120,Trackings
2017-Dec-07 08:53,0.98513574,-0.406574,1512633180,Trackings
2017-Dec-07 08:54,0.98513558,-0.405554,1512633240,Trackings
2017-Dec-07 08:55,0.98513541,-0.4045305,1512633300,Trackings
2017-Dec-07 08:56,0.98513525,-0.4035035,1512633360,Trackings
2017-Dec-07 08:57,0.98513509,-0.402473,1512633420,Trackings
2017-Dec-07 08:58,0.98513493,-0.4014392,1512633480,Trackings
2017-Dec-07 08:59,0.98513477,-0.4004019,1512633540,Trackings
2017-Dec-07 09:00,0.98513461,-0.3993612,1512633600,Trackings
2017-Dec-07 09:01,0.98513445,-0.3983171,1512633660,Trackings
2017-Dec-07 09:02,0.98513429,-0.3972697,1512633720,Trackings
2017-Dec-09 07:25,0.98490534,-0.4627964,1512800700,Trackings
2017-Dec-09 07:26,0.98490516,-0.4621572,1512800760,Trackings
2017-Dec-09 07:27,0.98490497,-0.461513,1512800820,Trackings
2017-Dec-09 07:28,0.98490479,-0.460864,1512800880,Trackings
2017-Dec-09 07:29,0.9849046,-0.4602101,1512800940,Trackings
2017-Dec-09 07:30,0.98490442,-0.4595513,1512801000,Trackings
2017-Dec-09 07:31,0.98490423,-0.4588877,1512801060,Trackings
2017-Dec-09 07:32,0.98490405,-0.4582192,1512801120,Trackings
2017-Dec-09 07:33,0.98490386,-0.4575459,1512801180,Trackings
2017-Dec-09 07:34,0.98490368,-0.4568677,1512801240,Trackings
2017-Dec-09 07:35,0.9849035,-0.4561848,1512801300,Trackings
2017-Dec-09 07:36,0.98490332,-0.4554971,1512801360,Trackings
2017-Dec-09 07:37,0.98490313,-0.4548046,1512801420,Trackings
2017-Dec-09 07:38,0.98490295,-0.4541073,1512801480,Trackings
2017-Dec-09 07:39,0.98490277,-0.4534053,1512801540,Trackings
2017-Dec-09 07:40,0.98490259,-0.4526986,1512801600,Trackings
2017-Dec-09 07:41,0.98490241,-0.4519871,1512801660,Trackings
2017-Dec-09 07:42,0.98490222,-0.4512709,1512801720,Trackings
2017-Dec-09 07:43,0.98490204,-0.45055,1512801780,Trackings
